Country/Territory,Coverage (age/grade),Drug Group,Lifetime,Notes,Past Month,Past Year,Region,Source,Subregion,Year of Estimate
Belize,SS,Cocaine-type,1.75,Crack,0.56,0.72,AMERICAS,CICAD/ OAS,Central America (excluding Mexico),2013
Costa Rica,(SS) Grade 10,Cocaine-type,1,Crack,0.35,0.5,AMERICAS,ARQ/ Govt.,Central America (excluding Mexico),2009
Costa Rica,(SS) Grade 10,Cocaine-type,2, ,0.7,1.2,AMERICAS,ARQ/ Govt.,Central America (excluding Mexico),2009
Costa Rica,14 - 17,Cocaine-type,2.55,Cocaine salts,0.64,1.22,AMERICAS,ARQ,Central America (excluding Mexico),2009
Costa Rica,14 - 17,Cocaine-type,1.25,Crack,0.38,0.57,AMERICAS,ARQ,Central America (excluding Mexico),2009
Costa Rica,15-16,Cocaine-type,1.54,Cocaine overall,0.3,0.81,AMERICAS,ARQ,Central America (excluding Mexico),2012
Costa Rica,15-16,Cocaine-type,1.35,Cocaine salts,0.23,0.64,AMERICAS,ARQ,Central America (excluding Mexico),2012
Costa Rica,15-16,Cocaine-type,0.63,Crack,0.21,0.39,AMERICAS,ARQ,Central America (excluding Mexico),2012
Costa Rica,15 - 16,Cocaine-type,2.158, ,0.28,1.9,AMERICAS,ARQ,Central America (excluding Mexico),2015
Costa Rica,15 - 16,Cocaine-type,1.87,Cocaine salts only,,1.6,AMERICAS,ARQ,Central America (excluding Mexico),2015
Costa Rica,15 - 16,Cocaine-type,0.447,Crack,0.285,0.28,AMERICAS,ARQ,Central America (excluding Mexico),2015
El Salvador,13 - 17,Cocaine-type,1.94, ,0.5,1.08,AMERICAS,ARQ,Central America (excluding Mexico),2008
El Salvador,13 - 17,Cocaine-type,1.2,Crack,0.4,0.6,AMERICAS,ARQ,Central America (excluding Mexico),2008
El Salvador,17 - 25,Cocaine-type,2.7, ,0.2,0.4,AMERICAS,"Estudio Nacional sobre Consumo de Drogas en Población Estudiantil Universitaria de El Salvador, 2012",Central America (excluding Mexico),2012
El Salvador,17 - 25,Cocaine-type,2.3,Cocaine salts,0.2,0.4,AMERICAS,"Estudio Nacional sobre Consumo de Drogas en Población Estudiantil Universitaria de El Salvador, 2012",Central America (excluding Mexico),2012
El Salvador,17 - 25,Cocaine-type,0.4,Crack,0,0,AMERICAS,"Estudio Nacional sobre Consumo de Drogas en Población Estudiantil Universitaria de El Salvador, 2012",Central America (excluding Mexico),2012
El Salvador,13 - 17,Cocaine-type,4.7, ,0.8,1.4,AMERICAS,ARQ,Central America (excluding Mexico),2016
El Salvador,13 - 17,Cocaine-type,3,Cocaine salts,0.5,0.9,AMERICAS,ARQ,Central America (excluding Mexico),2016
El Salvador,13 - 17,Cocaine-type,1.7,Crack,0.3,0.5,AMERICAS,ARQ,Central America (excluding Mexico),2016
Guatemala,12 - 19,Cocaine-type,0.37,Crack,,0.13,AMERICAS,ARQ,Central America (excluding Mexico),2004
Guatemala,12 - 19,Cocaine-type,1.26, ,,0.54,AMERICAS,ARQ,Central America (excluding Mexico),2004
Guatemala,11 - 22,Cocaine-type,3.6,Cocaine salts,0.82,1.4,AMERICAS,ARQ,Central America (excluding Mexico),2014
Guatemala,11 - 22,Cocaine-type,2.84,Crack,0.55,0.94,AMERICAS,ARQ,Central America (excluding Mexico),2014
Honduras,Secondary/ High School,Cocaine-type,0.43,Crack,0.1,0.21,AMERICAS,OAS (MEM),Central America (excluding Mexico),2005
Honduras,13 - 25,Cocaine-type,2.8,Crack; Central District,,1,AMERICAS,ARQ,Central America (excluding Mexico),2008
Honduras,Secondary/ High School,Cocaine-type,2.14, ,0.4,0.88,AMERICAS,OAS (MEM),Central America (excluding Mexico),2005
Honduras,12 - 17,Cocaine-type,, ,,0.88,AMERICAS,ARQ,Central America (excluding Mexico),2005
Honduras,15 - 16,Cocaine-type,10,Cocaine salts,1.6,3.2,AMERICAS,ARQ,Central America (excluding Mexico),2014
Honduras,14-17,Cocaine-type,6.8, ,1.1,3.4,AMERICAS,ARQ,Central America (excluding Mexico),2015
Nicaragua,12 - 18,Cocaine-type,1.2,Crack,,,AMERICAS,ARQ,Central America (excluding Mexico),2004
Nicaragua,12 - 18,Cocaine-type,2.3, ,,,AMERICAS,ARQ,Central America (excluding Mexico),2004
Panama,SS,Cocaine-type,2.2, ,1.2,1.5,AMERICAS,CICAD/ OAS,Central America (excluding Mexico),2008
Panama,SS,Cocaine-type,1.2,Crack,1,1,AMERICAS,CICAD/ OAS,Central America (excluding Mexico),2008
Panama,18-25,Cocaine-type,1.27,Cocaine salts,0.11,0.28,AMERICAS,ARQ,Central America (excluding Mexico),2013
Canada,15 - 19,Cocaine-type,2.6, ,,1.4,AMERICAS,ARQ,Northern America (including Mexico),2010
Mexico,12 - 17,Cocaine-type,0.73, ,0.18,0.4,AMERICAS,National Adiction Household Survey,Northern America (including Mexico),2011
Mexico,12 - 17,Cocaine-type,, ,,0.4,AMERICAS,National Adiction Household Survey,Northern America (including Mexico),2008
Mexico,12 - 17,Cocaine-type,, ,,0.2,AMERICAS,National Adiction Household Survey,Northern America (including Mexico),2002
Mexico,12 - 17,Cocaine-type,0.73,Cocaine salts,0.18,0.4,AMERICAS,ARQ,Northern America (including Mexico),2011
Mexico,15 - 16,Cocaine-type,0.7, ,,0.4,AMERICAS,ARQ,Northern America (including Mexico),2011
Mexico,15 - 16,Cocaine-type,0.1,Crack,,0.0001,AMERICAS,ARQ,Northern America (including Mexico),2011
Mexico,15 - 16,Cocaine-type,3.3, ,0.9,1.7,AMERICAS,ARQ,Northern America (including Mexico),2014
Mexico,15 - 16,Cocaine-type,1.6,Crack,,,AMERICAS,ARQ,Northern America (including Mexico),2014
Mexico,12 - 17,Cocaine-type,1.1, ,0.2,0.6,AMERICAS,ARQ,Northern America (including Mexico),2016
Mexico,12 - 17,Cocaine-type,0.4,Crack,0.1,0.3,AMERICAS,ARQ,Northern America (including Mexico),2016
United States of America,(SS) Grade 10,Cocaine-type,1.8,Crack,0.5,1,AMERICAS,Govt.,Northern America (including Mexico),2010
United States of America,(SS) Grade 10,Cocaine-type,3.7,(non-crack form),0.9,2.2,AMERICAS,Govt.,Northern America (including Mexico),2010
United States of America,(SS) Grade 10,Cocaine-type,3.3, ,0.7,1.9,AMERICAS,ARQ,Northern America (including Mexico),2011
United States of America,(SS) Grade 10,Cocaine-type,1.6,Crack,0.4,0.9,AMERICAS,ARQ,Northern America (including Mexico),2011
United States of America,(SS) Grade 10,Cocaine-type,3,Other  coca type,0.6,1.7,AMERICAS,ARQ,Northern America (including Mexico),2011
United States of America,(SS) Grade 10,Cocaine-type,3.3, ,0.8,2,AMERICAS,ARQ,Northern America (including Mexico),2012
United States of America,(SS) Grade 10,Cocaine-type,1.4,Crack,0.4,0.8,AMERICAS,ARQ,Northern America (including Mexico),2012
United States of America,(SS) Grade 10,Cocaine-type,3,Other  coca type,0.7,1.8,AMERICAS,ARQ,Northern America (including Mexico),2012
United States of America,(SS) Grade 10,Cocaine-type,3.3, ,0.8,1.9,AMERICAS,ARQ,Northern America (including Mexico),2013
United States of America,(SS) Grade 10,Cocaine-type,1.5,Crack,0.4,0.8,AMERICAS,ARQ,Northern America (including Mexico),2013
United States of America,15 - 16,Cocaine-type,2.6, ,0.6,1.9,AMERICAS,ARQ,Northern America (including Mexico),2014
United States of America,15 - 16,Cocaine-type,1,Crack,0.3,0.5,AMERICAS,ARQ,Northern America (including Mexico),2014
United States of America,(SS) 15 - 16,Cocaine-type,2.7,Cocaine salts. Monitoring the future,0.8,1.8,AMERICAS,ARQ,Northern America (including Mexico),2015
United States of America,(SS) 15 - 16,Cocaine-type,1.1,Other coca type. Monitoring the future,0.3,0.7,AMERICAS,ARQ,Northern America (including Mexico),2015
United States of America,(SS) Grade 10,Cocaine-type,2.1, ,0.4,1.3,AMERICAS,ARQ,Northern America (including Mexico),2016
United States of America,(SS) Grade 10,Cocaine-type,0.8,Crack,0.2,0.4,AMERICAS,ARQ,Northern America (including Mexico),2016
Argentina,13 - 17,Cocaine-type,0.8,Crack,,,AMERICAS,ARQ,South America,2007
Argentina,13 - 17,Cocaine-type,4.1, ,,2.5,AMERICAS,ARQ,South America,2007
Argentina,15 - 16,Cocaine-type,2.7,Coca paste / coca base,1,1.5,AMERICAS,ARQ,South America,2009
Argentina,15 - 16,Cocaine-type,4.8,Cocaine salts,1.8,2.9,AMERICAS,ARQ,South America,2009
Argentina,15 - 16,Cocaine-type,1.1,Crack,,,AMERICAS,ARQ,South America,2009
Argentina,15 - 16,Cocaine-type,0.8,Crack,,,AMERICAS,ARQ,South America,2011
Argentina,15 - 16,Cocaine-type,4.8, ,1.5,2.8,AMERICAS,ARQ,South America,2011
Argentina,15 - 16,Cocaine-type,2,Cocaine paste (paco),0.6,1.1,AMERICAS,ARQ,South America,2011
Argentina,16 - 27,Cocaine-type,3.2,Cocaine salts,,,AMERICAS,ARQ,South America,2011
Argentina,15 - 16,Cocaine-type,0.8,Crack,,,AMERICAS,ARQ,South America,2014
Argentina,15 - 16,Cocaine-type,3.8,Cocaine salts,1,2.1,AMERICAS,ARQ,South America,2014
Argentina,15 - 16,Cocaine-type,1.8,Cocaine paste (paco),0.4,0.9,AMERICAS,ARQ,South America,2014
Bolivia (Plurinational State of),13 - 18,Cocaine-type,3.1,Cocaine,1.2,1.9,AMERICAS,ARQ,South America,2008
Bolivia (Plurinational State of),13 - 18,Cocaine-type,1.9,Coca paste / coca base,0.8,1.3,AMERICAS,ARQ,South America,2008
Bolivia (Plurinational State of),12 - 17,Cocaine-type,0.4,Cocaine salts,0.02,0.11,AMERICAS,ARQ,South America,2013
Bolivia (Plurinational State of),12 - 17,Cocaine-type,0.02,Coca paste / coca base,0.02,0.02,AMERICAS,ARQ,South America,2013
Bolivia (Plurinational State of),18 - 24,Cocaine-type,1.55,Cocaine salts,0.03,0.24,AMERICAS,ARQ,South America,2012
Bolivia (Plurinational State of),18 - 24,Cocaine-type,0.17,Crack,0,0,AMERICAS,ARQ,South America,2012
Bolivia (Plurinational State of),18 - 24,Cocaine-type,0.3,Coca paste / coca base,0,0.1,AMERICAS,ARQ,South America,2012
Bolivia (Plurinational State of),18 - 24,Cocaine-type,1.39,Cocaine salts,0.22,0.41,AMERICAS,OAS,South America,2016
Brazil,15 - 16,Cocaine-type,1.94,"Cocaine, includes coca paste",1.19,1.77,AMERICAS,CICAD/ OAS,South America,2005
Brazil,10 - 19,Cocaine-type,2.5,Cocaine salts,1,1.8,AMERICAS,ARQ,South America,2010
Brazil,University,Cocaine-type,7.7,Cocaine salts,1.8,3,AMERICAS,CICAD/ OAS,South America,2012
Brazil,10 - 19,Cocaine-type,0.6,Crack,0.3,0.4,AMERICAS,ARQ,South America,2010
Chile,15 - 16,Cocaine-type,5.43285,Coca paste / coca base,1.40826,2.85625,AMERICAS,ARQ,South America,2009
Chile,15 - 16,Cocaine-type,8.48331, ,2.58402,4.94272,AMERICAS,ARQ,South America,2009
Chile,15 - 16,Cocaine-type,6.54473,Cocaine salts,1.70828,3.38003,AMERICAS,ARQ,South America,2009
Chile,15 - 16,Cocaine-type,3.42408,Crack,0.98271,1.77214,AMERICAS,ARQ,South America,2009
Chile,15 - 16,Cocaine-type,7.12, ,2.38,4.72,AMERICAS,ARQ,South America,2011
Chile,15 - 16,Cocaine-type,5.46,Cocaine salts,1.56,3.55,AMERICAS,ARQ,South America,2011
Chile,15 - 16,Cocaine-type,4.11,Coca paste / coca base,1.31,2.36,AMERICAS,ARQ,South America,2011
Chile,15 - 16,Cocaine-type,7.27, ,2.22,4.47,AMERICAS,ARQ,South America,2013
Chile,15 - 16,Cocaine-type,5.56,Cocaine salts,1.49,3.32,AMERICAS,ARQ,South America,2013
Chile,15 - 16,Cocaine-type,4.15,Coca paste / coca base,1.13,2.25,AMERICAS,ARQ,South America,2013
Chile,(SS) 15 - 16,Cocaine-type,8.19, ,2.26,4.97,AMERICAS,ARQ,South America,2015
Chile,(SS) 15 - 16,Cocaine-type,6.34,Cocaine salts,1.49,3.84,AMERICAS,ARQ,South America,2015
Chile,(SS) 15 - 16,Cocaine-type,4.7,Coca paste,1.23,2.63,AMERICAS,ARQ,South America,2015
Colombia,15 - 16,Cocaine-type,2, ,0.5,1.74,AMERICAS,CICAD/ OAS,South America,2005
Colombia,12 - 17,Cocaine-type,1.4,Coca paste / coca base,,1.2,AMERICAS,CICAD,South America,2004
Colombia,12 - 17,Cocaine-type,1.8, ,,1.6,AMERICAS,CICAD,South America,2004
Colombia,11-18,Cocaine-type,2.77,Cocaine salts,1.02,1.87,AMERICAS,ARQ,South America,2011
Colombia,11-18,Cocaine-type,0.66,Coca paste / coca base (Basuco),0.22,0.47,AMERICAS,ARQ,South America,2011
Colombia,University,Cocaine-type,7,Cocaine salts,0.87,2.12,AMERICAS,ARQ,South America,2012
Colombia,University,Cocaine-type,0.64,Coca paste / coca base (Basuco),0.03,0.08,AMERICAS,ARQ,South America,2012
Colombia,18 - 24,Cocaine-type,6.94,Cocaine salts,1.19,2.71,AMERICAS,OAS,South America,2016
Colombia,18 - 24,Cocaine-type,0.57,coca base (Basuco),0.05,0.14,AMERICAS,Government,South America,2016
Ecuador,12 - 17,Cocaine-type,0.6,Crack,,,AMERICAS,ARQ,South America,2005
Ecuador,12 - 17,Cocaine-type,2.2, ,,1.3,AMERICAS,ARQ,South America,2008
Ecuador,University,Cocaine-type,1.39,Coca paste / coca base,0.13,0.28,AMERICAS,ARQ,South America,2009
Ecuador,University,Cocaine-type,2.12,Cocaine salts,0.29,0.57,AMERICAS,ARQ,South America,2009
Ecuador,12 - 17,Cocaine-type,0.7,Crack,0.12,0.31,AMERICAS,ARQ,South America,2012
Ecuador,12 - 17,Cocaine-type,1.2,Coca paste / coca base,0.2,0.6,AMERICAS,ARQ,South America,2012
Ecuador,12 - 17,Cocaine-type,2.92, ,0.5,1.3,AMERICAS,ARQ,South America,2012
Ecuador,12 - 17,Cocaine-type,2.2,Cocaine salts,0.4,1,AMERICAS,ARQ,South America,2012
Ecuador,18 - 24,Cocaine-type,4.41,Cocaine salts,0.47,1.52,AMERICAS,OAS,South America,2016
Guyana,12 - 18,Cocaine-type,0.5,Crack; Limited Geography,0.1,0.2,AMERICAS,ARQ,South America,2002
Guyana,12 - 18,Cocaine-type,0.7,Limited geography,0.1,0.3,AMERICAS,ARQ,South America,2002
Guyana,SS,Cocaine-type,6.8, ,3.4,1.7,AMERICAS,CICAD/ OAS,South America,2013
Guyana,SS,Cocaine-type,1.52, ,0.66,1.05,AMERICAS,CICAD/ OAS,South America,2013
Guyana,SS,Cocaine-type,2.07,Crack,0.45,1.1,AMERICAS,CICAD/ OAS,South America,2013
Paraguay,15 - 16,Cocaine-type,1.09, ,0.51,0.73,AMERICAS,CICAD/ OAS,South America,2005
Paraguay,Students (undefined),Cocaine-type,0.3,Crack; Ages not specified,,,AMERICAS,OAS (MEM),South America,2005
Paraguay,12+,Cocaine-type,2,Cocaine salts. Schools in city with more than 30000,0.7,1.7,AMERICAS,Survey in school,South America,2014
Paraguay,12+,Cocaine-type,1,Crack. Schools in city with more than 30000,0.3,0.6,AMERICAS,Survey in school,South America,2014
Peru,11 - 19,Cocaine-type,2.6,Cocaine includes coca Pasta,0.6,1.2,AMERICAS,DEVIDA,South America,2007
Peru,12 - 18,Cocaine-type,1,Cocaine includes coca Pasta,0.3,0.5,AMERICAS,DEVIDA,South America,2006
Peru,15 - 16,Cocaine-type,1.13,Coca paste / coca base,0.696,1.13,AMERICAS,ARQ,South America,2006
Peru,15 - 16,Cocaine-type,1.43, ,0.686,1.113,AMERICAS,ARQ,South America,2006
Peru,15 - 16,Cocaine-type,1.018,Cocaine salts,0.696,0.696,AMERICAS,ARQ,South America,2006
Peru,15-16,Cocaine-type,0.441547216,Cocaine salts,0.406976110,0.406976110,AMERICAS,ARQ,South America,2010
Peru,15-16,Cocaine-type,0.957033650,Other  coca type PBC,0.300282080,0.668887502,AMERICAS,ARQ,South America,2010
Peru,11-20,Cocaine-type,1.8,Cocaine salts,0.7,0.9,AMERICAS,DEVIDA,South America,2012
Peru,11-20,Cocaine-type,1.9,Pasta Basica,0.7,0.9,AMERICAS,DEVIDA,South America,2012
Peru,11-20,Cocaine-type,0.3,Crack,,,AMERICAS,DEVIDA,South America,2012
Peru,14 - 16,Cocaine-type,2.14, ,0.81,1.02,AMERICAS,ARQ,South America,2012
Peru,14 - 16,Cocaine-type,2.14,Cocaine salts,0.81,1.02,AMERICAS,ARQ,South America,2012
Peru,14 - 16,Cocaine-type,2.22,Pasta Basica,0.79,1,AMERICAS,ARQ,South America,2012
Peru,18 - 24,Cocaine-type,1.82,Cocaine salts,0.15,0.29,AMERICAS,OAS,South America,2016
Suriname,Secondary/ High School,Cocaine-type,0.6, ,0.1,0.2,AMERICAS,OAS (MEM),South America,2006
Suriname,Secondary/ High School,Cocaine-type,0.7, ,0.07,0.17,AMERICAS,OAS (MEM),South America,2006
Uruguay,13 - 17,Cocaine-type,1.3,Coca paste / coca base,0.2,0.6,AMERICAS,ARQ,South America,2009
Uruguay,13 - 17,Cocaine-type,4, ,1.1,2.6,AMERICAS,ARQ,South America,2009
Uruguay,13 - 17,Cocaine-type,3.9,Cocaine salts,1.1,2.5,AMERICAS,ARQ,South America,2009
Uruguay,13 - 17,Cocaine-type,3.1, ,0.6,1.6,AMERICAS,ARQ,South America,2011
Uruguay,13 - 17,Cocaine-type,2.6,Cocaine salts,0.6,1.4,AMERICAS,ARQ,South America,2011
Uruguay,13 - 17,Cocaine-type,0.2,Crack,,,AMERICAS,ARQ,South America,2011
Uruguay,13 - 17,Cocaine-type,0.9,Other  coca type,0.2,0.4,AMERICAS,ARQ,South America,2011
Uruguay,13 - 17,Cocaine-type,3, ,0.9,2.3,AMERICAS,ARQ,South America,2014
Uruguay,13 - 17,Cocaine-type,2.7,Cocaine salts,0.9,2.1,AMERICAS,ARQ,South America,2014
Uruguay,13 - 17,Cocaine-type,0.2,Crack,,,AMERICAS,ARQ,South America,2014
Uruguay,13 - 17,Cocaine-type,0.9,Coca paste / coca base,0.1,0.5,AMERICAS,ARQ,South America,2014
Venezuela (Bolivarian Republic of),(SS) 12 - 18,Cocaine-type,0.8, ,0.5,0.5,AMERICAS,ARQ,South America,2009
Venezuela (Bolivarian Republic of),(SS) 12 - 18,Cocaine-type,0.5,Crack,0.2,0.2,AMERICAS,ARQ,South America,2009
Venezuela (Bolivarian Republic of),15 -17,Cocaine-type,0.49,Cocaine salts,0.07,0.25,AMERICAS,ARQ,South America,2011
Venezuela (Bolivarian Republic of),University,Cocaine-type,0.08,Crack,,,AMERICAS,ARQ,South America,2014
Venezuela (Bolivarian Republic of),University,Cocaine-type,0.06,Coca paste / coca base,,,AMERICAS,ARQ,South America,2014
Venezuela (Bolivarian Republic of),University,Cocaine-type,0.65,Cocaine salts,0.06,0.29,AMERICAS,ARQ,South America,2014
Armenia,(SS) 15 - 16,Cocaine-type,1, ,,,ASIA,ESPAD,Central Asia and Transcaucasia,2007
Georgia,(SS) 15 - 16,Cocaine-type,1.1,Crack; select regions (capital);  Georgian Medical News No3 (180) 2010,,,ASIA,Research,Central Asia and Transcaucasia,2010
Georgia,(SS) 15 - 16,Cocaine-type,0.6,Select regions (capital);  Georgian Medical News No3 (180) 2010,,,ASIA,Research,Central Asia and Transcaucasia,2010
Georgia,17,Cocaine-type,3.2,Cocaine salts,,1.6,ASIA,ARQ,Central Asia and Transcaucasia,2014
Georgia,17,Cocaine-type,1.1,Crack,,0.4,ASIA,ARQ,Central Asia and Transcaucasia,2014
Georgia,(SS) 15 - 16,Cocaine-type,1.8, ,,1.2,ASIA,ARQ / ESPAD,Central Asia and Transcaucasia,2015
Georgia,(SS) 15 - 16,Cocaine-type,1,Crack,,1.4,ASIA,ARQ / ESPAD,Central Asia and Transcaucasia,2015
Kazakhstan,16 - 24,Cocaine-type,0.8, ,,,ASIA,ARQ,Central Asia and Transcaucasia,2012
"China, Hong Kong SAR",15 - 16,Cocaine-type,, ,,0.052,ASIA,ARQ,East and South-East Asia,2011
"China, Hong Kong SAR",11 - 20,Cocaine-type,,Central Registry,,0.03,ASIA,ARQ,East and South-East Asia,2014
"China, Hong Kong SAR",11-20,Cocaine-type,0.03,Cocaine salts. Central registry of drug abuse,,,ASIA,ARQ,East and South-East Asia,2015
Indonesia,15 -19,Cocaine-type,0.15,Cocaine salts,0.1,0.15,ASIA,ARQ,East and South-East Asia,2011
Indonesia,15 -19,Cocaine-type,0.15,Crack,0.1,0.15,ASIA,ARQ,East and South-East Asia,2011
Thailand,Youth (undefined),Cocaine-type,0.3,"Cocaine, any (HCl and/ or Crack); Ages not specified",,,ASIA,ARQ,East and South-East Asia,2003
Israel,(SS) Grade 10,Cocaine-type,,Crack,,2,ASIA,ARQ,Near and Middle East /South-West Asia,2009
Israel,(SS) Grade 10,Cocaine-type,, ,,1.6,ASIA,ARQ,Near and Middle East /South-West Asia,2009
Israel,12 - 18,Cocaine-type,3.39,Cocaine salts,2.86,0.99,ASIA,ARQ,Near and Middle East /South-West Asia,2009
Israel,12 - 18,Cocaine-type,2.63,Crack,2.14,0.27,ASIA,ARQ,Near and Middle East /South-West Asia,2009
Lebanon,15 - 16,Cocaine-type,,"Cocaine, any (HCl and/ or Crack); Rapid Assessment",,1.2,ASIA,ARQ,Near and Middle East /South-West Asia,2001
Belarus,15 - 16,Cocaine-type,0.4,"Cocaine, any (HCl and/ or Crack); Limited geography",,,EUROPE,ARQ,Eastern Europe,2007
Belarus,15 - 16,Cocaine-type,0.2,Crack; Limited geography,,,EUROPE,ARQ,Eastern Europe,2007
Belarus,15 - 16,Cocaine-type,0.2,Limited geography,,,EUROPE,ARQ,Eastern Europe,2007
Republic of Moldova,(SS) 15 - 24,Cocaine-type,0.1, ,,,EUROPE,Govt.,Eastern Europe,2010
Republic of Moldova,15 - 16,Cocaine-type,0.8, ,,,EUROPE,ESPAD,Eastern Europe,2008
Republic of Moldova,(SS) 15 - 16,Cocaine-type,1, ,,,EUROPE,ESPAD,Eastern Europe,2015
Republic of Moldova,(SS) 15 - 16,Cocaine-type,0,Crack,,,EUROPE,ESPAD,Eastern Europe,2015
Russian Federation,15 - 16,Cocaine-type,0.6,Crack,,,EUROPE,ARQ/ ESPAD,Eastern Europe,2007
Russian Federation,15 - 16,Cocaine-type,0.4, ,,,EUROPE,ARQ/ ESPAD,Eastern Europe,2007
Russian Federation,15 - 16,Cocaine-type,1.9, ,,,EUROPE,ARQ,Eastern Europe,2011
Russian Federation,15 - 16,Cocaine-type,1.4,Cocaine salts,,,EUROPE,ARQ,Eastern Europe,2011
Ukraine,15 - 16,Cocaine-type,0,Crack,,,EUROPE,ESPAD,Eastern Europe,2007
Ukraine,15 - 16,Cocaine-type,1, ,,,EUROPE,ESPAD,Eastern Europe,2007
Ukraine,15 - 34,Cocaine-type,, ,0.1,0.2,EUROPE,ARQ,Eastern Europe,2010
Ukraine,15 - 17,Cocaine-type,0.9,Crack,,,EUROPE,ARQ,Eastern Europe,2011
Ukraine,15 - 17,Cocaine-type,1.1, ,,,EUROPE,ARQ,Eastern Europe,2011
Ukraine,16 -17,Cocaine-type,, ,,0,EUROPE,ARQ,Eastern Europe,2015
Albania,14 - 19,Cocaine-type,1.4,"Cocaine, any (HCl and/ or Crack)",,,EUROPE,ARQ,South-Eastern Europe,2004
Albania,14 - 19,Cocaine-type,1.4, ,,,EUROPE,ARQ,South-Eastern Europe,2004
Albania,(SS) 15 - 16,Cocaine-type,3.4,Cocaine salts,,3.1,EUROPE,ARQ / ESPAD,South-Eastern Europe,2015
Albania,(SS) 15 - 16,Cocaine-type,1.9,Crack,,1.9,EUROPE,ARQ / ESPAD,South-Eastern Europe,2015
Bulgaria,14 - 19,Cocaine-type,6,Cocaine salts,2.5,3.9,EUROPE,ARQ,South-Eastern Europe,2008
Bulgaria,(SS) 15 - 16,Cocaine-type,4,Cocaine salts,,,EUROPE,ESPAD,South-Eastern Europe,2011
Bulgaria,(SS) 15 - 16,Cocaine-type,2.4,Crack,,,EUROPE,ESPAD,South-Eastern Europe,2011
Bulgaria,15 - 19,Cocaine-type,4.3, ,2.1,3.4,EUROPE,ARQ,South-Eastern Europe,2013
Bulgaria,15 - 19,Cocaine-type,4.3,Cocaine salts,2.1,3.4,EUROPE,ARQ,South-Eastern Europe,2013
Bulgaria,(SS) 15 - 16,Cocaine-type,7, ,,6.1,EUROPE,ARQ / ESPAD,South-Eastern Europe,2015
Bulgaria,(SS) 15 - 16,Cocaine-type,5,Crack,,4.5,EUROPE,ARQ / ESPAD,South-Eastern Europe,2015
Croatia,16,Cocaine-type,1.6, ,,,EUROPE,ARQ,South-Eastern Europe,2007
Croatia,16,Cocaine-type,1.5,Crack,,,EUROPE,ARQ,South-Eastern Europe,2007
Croatia,(SS) 15 - 16,Cocaine-type,2, ,,,EUROPE,ESPAD,South-Eastern Europe,2015
Croatia,(SS) 15 - 16,Cocaine-type,1,Crack,,,EUROPE,ESPAD,South-Eastern Europe,2015
The former Yugoslav Republic of Macedonia,(SS) 15 - 16,Cocaine-type,1, ,,,EUROPE,ESPAD,South-Eastern Europe,2015
The former Yugoslav Republic of Macedonia,(SS) 15 - 16,Cocaine-type,1,Crack,,,EUROPE,ESPAD,South-Eastern Europe,2015
Montenegro,(SS) 16,Cocaine-type,1.5, ,,,EUROPE,ESPAD,South-Eastern Europe,2011
Montenegro,(SS) 16,Cocaine-type,1,Crack,,,EUROPE,ESPAD,South-Eastern Europe,2011
Montenegro,15 - 16,Cocaine-type,1.3, ,,,EUROPE,ESPAD,South-Eastern Europe,2008
Ghana,13 - 15,Amphetamines,,Amphetamines (inclds. non-ATS stimulants),,7.6,AFRICA,ARQ,West and Central Africa,2007
Ghana,13 - 15,Amphetamines,,Methamphetamine,,5,AFRICA,ARQ,West and Central Africa,2007
South Africa,13 - 22,Amphetamines,6.6,Methamphetamine,,,AFRICA,ARQ,Southern and South-Eastern Africa,2008
South Africa,Secondary/ High School,Amphetamines,6.9,Stimulants (inclds Amphetamines),,,AFRICA,ARQ,Southern and South-Eastern Africa,2008
South Africa,(SS) grades 8- 10,Amphetamines,2,Cape Town only,,,AFRICA,ARQ,Southern and South-Eastern Africa,2011
Namibia,15 - 16,Amphetamines,8,Prescription stimulants,4,7,AFRICA,Govt.,Southern and South-Eastern Africa,2015
South Africa,13 - 17,Ecstasy,3.2,Select regions (Cape Town),,1.2,AFRICA,ARQ,Southern and South-Eastern Africa,2006
Kenya, (HHS) age 15 - 17,Ecstasy,0.6, ,0.6,,AFRICA,Govt.,Eastern Africa,2007
South Africa,13 - 22,Ecstasy,6.8, ,,,AFRICA,ARQ,Southern and South-Eastern Africa,2008
South Africa,(SS) grades 8- 10,Ecstasy,1,Cape Town only,,,AFRICA,ARQ,Southern and South-Eastern Africa,2011
Namibia,15 - 16,Ecstasy,3.1, ,,,AFRICA,Govt.,Southern and South-Eastern Africa,2015
Algeria,15 - 17,Ecstasy,0.81, ,0.71,1.09,AFRICA,ARQ,Northern Africa,2016
South Africa,13 - 22,Tranquillizers and Sedatives,7.4,Methaqualone,,,AFRICA,,Southern and South-Eastern Africa,2008
Morocco,(SS) 15 - 17,Tranquillizers and Sedatives,4, ,1.3,2.2,AFRICA,MedSPAD,Northern Africa,2009
Algeria,15 - 16,Tranquillizers and Sedatives,0.17, ,0.03,0.03,AFRICA,ARQ,Northern Africa,2010
South Africa,(SS) grades 8- 10,Tranquillizers and Sedatives,2.1,Methaqualone,,,AFRICA,ARQ,Southern and South-Eastern Africa,2011
Morocco,(SS) 15 - 17,Tranquillizers and Sedatives,5.4, ,2.3,3.7,AFRICA,MedSPAD,Northern Africa,2013
